epoch,train_loss,val_loss,timestamp
1,0.901986993376414,0.726069639113491,2026-07-13 06:29:13
2,0.6406282607555389,0.475239733284302,2026-07-13 06:42:07
3,0.32712571709652744,0.2260704937701424,2026-07-13 06:55:03
